0.023334,2.3105e-23,1.6917e-10,0.97667
1.7115e-10,1.8664e-09,0.96434,0.035664
4.4721e-27,0.01653,0.98347,1.3819e-32
6.9302e-11,0.74604,0.027323,0.22664
3.103e-30,0.99961,8.697e-12,0.00038639
2.9701e-05,0.001165,1.9545e-08,0.99881
7.2724e-07,1,6.8886e-16,5.5775e-14
6.1813e-17,2.3414e-07,1,5.3791e-09
8.8315e-11,0.071676,0.10296,0.82536
0.039349,0.023791,0.93629,0.00057429
6.3812e-05,0.60598,1.637e-06,0.39395
0.040444,3.7833e-11,0.18253,0.77703
0.94655,0.053446,1.5616e-19,1.7419e-10
0.94946,4.1834e-09,0.00020655,0.050329
2.2772e-09,0.91834,0.08166,1.8329e-10
0.0027182,0.91153,0.085754,8.8194e-09
1,2.0505e-07,5.7823e-11,2.527e-11
1,1.2383e-08,5.1661e-15,7.0746e-07
0.00084752,0.99809,1.3381e-07,0.0010594
7.2652e-34,7.5082e-42,2.0317e-14,1
0.00041394,0.99959,1.2703e-27,7.4114e-09
0.64612,4.4635e-09,0.35203,0.0018575
0.84841,0.1513,0.0002197,7.1625e-05
4.4817e-56,0.5284,1.9091e-32,0.4716
0.00090273,0.21682,1.3608e-10,0.78228
0.021792,0.95234,0.013082,0.01279
7.7345e-08,0.0010841,0.99892,6.3693e-21
1,6.1971e-07,2.2674e-14,3.0465e-24
3.9195e-09,0.042675,1.2348e-29,0.95732
7.1603e-12,0.12458,0.87542,5.9252e-16
5.205e-05,2.6586e-06,2.0974e-10,0.99995
4.1705e-25,8.5572e-26,0.18605,0.81395
3.4016e-16,1,1.1788e-08,2.4757e-09
0.012072,0.98793,8.941e-09,1.7215e-06
0.73642,0.0018937,0.26169,1.1584e-35
0.80905,0.19095,1.3162e-08,2.1334e-14
0.14423,4.0899e-06,0.85443,0.0013342
0.99947,1.1405e-13,1.0343e-08,0.00052598
2.3432e-18,0.9984,6.9279e-47,0.0016012
1.0629e-08,1.2318e-23,2.387e-11,1
0.9997,0.00029681,5.2781e-20,5.6458e-07
0.90054,0.099457,1.2475e-23,1.5846e-30
0.99975,0.00024793,7.0325e-07,2.8206e-08
5.2712e-17,1.6584e-13,0.098816,0.90118
1.5916e-05,0.0032958,0.99669,9.8295e-09
0.2814,4.1234e-22,0.38661,0.33199
5.4264e-09,0.041436,1.3187e-05,0.95855
2.3249e-08,0.91064,0.089361,4.0135e-08
3.8988e-24,1.6934e-07,0.16541,0.83459
5.9544e-22,0.75663,6.801e-07,0.24337
0.83079,0.062503,0.091866,0.014839
5.0991e-09,3.0001e-29,1,3.2132e-24
1,3.5043e-14,6.3952e-07,6.2738e-21
0.82587,4.8147e-10,0.00055371,0.17357
6.3251e-08,0.37611,0.0061155,0.61777
1.0786e-13,0.36059,4.9638e-22,0.63941
1.2249e-10,0.99961,2.0487e-06,0.00038986
7.9648e-29,0.80701,0.034371,0.15861
0.00046958,0.97898,0.020119,0.00043133
1.2278e-15,1.0944e-09,5.8729e-26,1
0.95216,3.5147e-14,0.010326,0.037517
5.7028e-15,0.99595,0.0019394,0.0021106
0.10998,2.5911e-07,2.0961e-07,0.89002
3.1766e-10,6.8369e-10,5.8464e-10,1
0.079101,3.8321e-12,0.91328,0.0076232
4.3849e-07,0.99992,8.0971e-05,1.5541e-21
0.44344,6.8352e-08,0.55655,3.8375e-06
0.99949,0.00050056,5.1053e-06,8.7551e-08
0.11459,0.8854,5.6568e-06,3.5888e-08
2.2666e-19,1,6.5342e-09,1.8723e-26
1,1.5887e-10,1.4082e-12,4.7381e-08
0.26099,5.1614e-07,2.2323e-05,0.73899
1.1457e-12,0.70707,0.29293,1.499e-06
1.3733e-13,0.92267,0.00033982,0.07699
1.962e-10,5.2074e-18,0.00056641,0.99943
1.0223e-13,1.2847e-06,1,1.5514e-07
2.356e-11,8.2305e-08,5.7128e-05,0.99994
1.1609e-09,6.0918e-08,0.63295,0.36705
0.99334,1.5343e-12,3.9521e-07,0.0066547
0.00058425,2.3208e-10,0.99942,9.6779e-10
0.17372,0.0058805,2.4627e-15,0.8204
0.99403,1.3454e-07,0.0059658,8.5614e-09
0.036039,1.0176e-13,0.4504,0.51356
9.8593e-05,2.7448e-09,0.9999,2.6383e-13
0.83124,2.013e-18,0.026225,0.14254
0.13497,4.6656e-06,0.865,2.7422e-05
0.9686,1.2547e-11,1.1747e-07,0.031402
7.953e-09,0.4155,0.0044326,0.58007
1.1992e-18,0.00014247,3.4986e-08,0.99986
2.2064e-06,0.62977,0.00023997,0.36999
2.3126e-14,1.3329e-12,0.025739,0.97426
7.2177e-08,2.582e-12,0.0015606,0.99844
0.18071,4.2068e-16,0.8165,0.0027947
0.02411,0.015617,0.0033946,0.95688
2.2849e-11,0.98274,0.017263,1.629e-09
0.034149,2.1149e-15,0.96585,1.292e-08
0.0055864,5.9192e-24,2.4584e-07,0.99441
0.0095117,5.6499e-27,0.0049869,0.9855
0.95272,0.047284,1.0059e-07,3.5458e-30
2.4965e-05,0.99998,2.9997e-11,3.2641e-09
