0.50302,0.48095,0.56206,0.49175,0.56066
0.55133,0.57164,0.58576,0.56393,0.47862
0.56382,0.55986,0.52978,0.55679,0.5431
0.49709,0.5092,0.53312,0.54775,0.51006
0.53857,0.54092,0.52219,0.55733,0.49113
0.57135,0.50269,0.51757,0.47774,0.49257
0.50497,0.54062,0.57948,0.56665,0.4677
0.54297,0.49874,0.56185,0.52791,0.46547
0.52549,0.55258,0.50597,0.53111,0.56051
0.58646,0.54674,0.55139,0.55902,0.53251
0.50145,0.54054,0.50039,0.56165,0.55471
0.58512,0.50214,0.54928,0.49086,0.5116
0.50369,0.54809,0.49061,0.51027,0.54196
0.50148,0.51968,0.55778,0.50717,0.47222
0.52147,0.57091,0.49565,0.51145,0.46173
0.57967,0.53475,0.51264,0.56011,0.54742
0.55594,0.55381,0.53841,0.52494,0.55737
0.50066,0.56128,0.58077,0.53132,0.52856
0.54015,0.53865,0.5193,0.47609,0.50003
0.55432,0.48607,0.55259,0.50676,0.55491
0.52252,0.48016,0.5558,0.52942,0.55638
0.54046,0.51373,0.5406,0.54683,0.51566
0.57794,0.51994,0.5404,0.5503,0.5284
0.50476,0.48904,0.54892,0.54496,0.51644
0.53037,0.47315,0.54857,0.57191,0.4866
0.50609,0.53878,0.58028,0.51752,0.46954
0.53107,0.52307,0.55109,0.5081,0.47176
0.53575,0.51038,0.50089,0.51096,0.51062
0.59322,0.54369,0.51567,0.56959,0.52878
0.50259,0.5367,0.58117,0.53629,0.55109
0.5664,0.47332,0.55218,0.49894,0.4854
0.52496,0.54998,0.5307,0.54473,0.52495
0.57405,0.53078,0.50499,0.56083,0.52497
0.56158,0.49712,0.53775,0.55699,0.55851
0.56921,0.53576,0.53155,0.50171,0.49566
0.49802,0.52309,0.56295,0.51961,0.46127
0.54007,0.49173,0.51685,0.52819,0.54025
0.50532,0.50249,0.53875,0.54306,0.48781
0.52324,0.48995,0.53618,0.49941,0.49238
0.51079,0.4767,0.57701,0.50664,0.5006
0.54496,0.48335,0.54194,0.51403,0.52216
0.58599,0.49744,0.53247,0.49012,0.51295
0.58916,0.56827,0.49096,0.54945,0.54416
0.51948,0.50176,0.48966,0.54728,0.47533
0.52261,0.54418,0.54378,0.47478,0.48427
0.5772,0.56541,0.54168,0.54881,0.48723
0.51902,0.56171,0.56788,0.51056,0.48327
0.55055,0.50247,0.51272,0.48115,0.55905
0.49781,0.49228,0.52065,0.503,0.54093
0.58625,0.51757,0.4931,0.49866,0.49454
0.5413,0.54693,0.5144,0.47455,0.52124
0.52064,0.5032,0.56222,0.54737,0.51841
0.53232,0.49796,0.50812,0.54926,0.55285
0.58065,0.51129,0.52882,0.56254,0.51663
0.579,0.55675,0.56839,0.53013,0.52051
0.50552,0.53494,0.57862,0.50078,0.50069
0.52334,0.56176,0.49791,0.49618,0.50679
0.55689,0.49661,0.5185,0.48181,0.54944
0.50699,0.47977,0.51577,0.50045,0.48732
0.58362,0.48787,0.49925,0.5337,0.54736
0.55282,0.48091,0.56291,0.56113,0.52779
0.51721,0.53481,0.5423,0.50054,0.54289
0.50089,0.55573,0.58284,0.52181,0.48441
0.58874,0.48258,0.57762,0.56521,0.52387
0.516,0.49562,0.57554,0.52883,0.557
0.52442,0.49075,0.52293,0.48327,0.51106
0.52179,0.57061,0.56967,0.54868,0.49421
0.58583,0.53655,0.55308,0.55138,0.54906
0.57211,0.56549,0.54651,0.54149,0.48178
0.50419,0.5337,0.50937,0.49769,0.49114
0.53645,0.51205,0.55293,0.56453,0.51949
0.54005,0.5268,0.57168,0.56456,0.55958
0.5297,0.52005,0.58075,0.50709,0.46502
0.58311,0.47709,0.55905,0.53464,0.54545
0.52963,0.56661,0.49738,0.49602,0.50754
0.51099,0.51735,0.57622,0.56626,0.50111
0.56224,0.52534,0.5298,0.54361,0.53652
0.57681,0.53033,0.57583,0.55096,0.53951
0.49604,0.54369,0.57419,0.51136,0.51736
0.58747,0.55167,0.57102,0.55488,0.53764
0.55373,0.5352,0.50836,0.47503,0.49499
0.56618,0.56867,0.53416,0.54034,0.5225
0.54031,0.50377,0.49648,0.51715,0.53761
0.59532,0.54241,0.54124,0.48815,0.51991
0.55222,0.47806,0.50524,0.51301,0.46292
0.56557,0.50621,0.55836,0.48977,0.52252
0.54092,0.57112,0.51183,0.49405,0.47088
0.54251,0.54221,0.56648,0.56438,0.46459
0.58205,0.52505,0.56693,0.54758,0.53957
0.56128,0.50398,0.51124,0.47862,0.50234
0.51189,0.53407,0.5107,0.55236,0.47553
0.51997,0.50477,0.50342,0.48868,0.48852
0.58645,0.57151,0.5251,0.57006,0.54545
0.58755,0.52321,0.56178,0.5284,0.46844
0.52096,0.48217,0.52748,0.52045,0.47449
0.5816,0.48591,0.50434,0.5538,0.52757
0.50999,0.55486,0.52876,0.51902,0.46257
0.51117,0.56546,0.5511,0.48176,0.53625
0.54692,0.56457,0.53444,0.47807,0.50008
0.56707,0.55254,0.50496,0.52453,0.48617
0.53315,0.51021,0.52371,0.48892,0.54985
0.5379,0.55849,0.53167,0.50478,0.55846
0.53374,0.50216,0.56082,0.50618,0.55861
0.59221,0.54116,0.57656,0.51862,0.50609
0.58684,0.55157,0.57772,0.5552,0.54939
0.53673,0.53362,0.54896,0.53805,0.50152
0.58181,0.56262,0.50404,0.54625,0.52376
0.51972,0.56534,0.53121,0.50456,0.51834
0.58622,0.49779,0.57502,0.53317,0.482
0.4976,0.57135,0.55347,0.48095,0.54197
0.55674,0.55557,0.5367,0.53601,0.54531
0.54635,0.55211,0.58509,0.53148,0.46498
0.50605,0.52041,0.55787,0.52938,0.50489
0.54124,0.51654,0.5692,0.56829,0.46446
0.56185,0.53299,0.53612,0.48246,0.509
0.56824,0.56726,0.55024,0.55678,0.55319
0.57174,0.48353,0.52854,0.54038,0.46695
0.5652,0.50341,0.51676,0.49566,0.54707
0.55802,0.52957,0.4908,0.52814,0.55411
0.57033,0.51177,0.49217,0.53501,0.51526
0.52498,0.54977,0.56076,0.49912,0.51444
0.58087,0.49452,0.57987,0.50533,0.47287
0.5538,0.48472,0.49648,0.5635,0.53431
0.52482,0.52979,0.51907,0.53276,0.49177
0.5244,0.55914,0.57123,0.52554,0.53471
0.56021,0.51968,0.5805,0.51956,0.51194
0.51424,0.51314,0.51201,0.50566,0.52499
0.54438,0.53429,0.55325,0.555,0.53766
0.50008,0.51241,0.56349,0.52675,0.49228
0.50225,0.51364,0.58016,0.52503,0.50194
0.59469,0.53805,0.50436,0.55258,0.55674
0.5506,0.52624,0.53833,0.55662,0.46317
0.58069,0.49861,0.5735,0.56678,0.53523
0.56428,0.5467,0.53679,0.52846,0.48486
0.50491,0.51555,0.56408,0.51533,0.46909
0.51399,0.56333,0.5854,0.5563,0.52305
0.55455,0.52243,0.53579,0.56219,0.52148
0.55527,0.47845,0.50635,0.51045,0.53253
0.53929,0.48956,0.50429,0.51765,0.55517
