0.94797,3.3246e-24,2.8596e-13,0.052032
1.8284e-10,0.99924,0.00076309,1.2321e-27
4.6603e-06,0.95621,0.0011183,0.042665
7.4183e-07,0.0019784,0.99802,4.3932e-16
1.2884e-17,0.99998,2.1912e-05,1.6801e-11
0.72109,2.3395e-07,0.27891,2.5137e-14
0.0029505,0.010569,0.0023908,0.98409
0.9961,1.1845e-10,0.0034565,0.00044228
8.868e-05,3.7933e-24,7.0269e-07,0.99991
0.32469,0.67379,0.0015232,2.0299e-16
0.98446,0.0014153,2.8746e-08,0.014124
4.1046e-05,7.1052e-14,0.99996,6.8196e-08
0.014417,0.052038,0.87737,0.056175
0.9974,0.0026018,1.7017e-18,3.2231e-07
1,1.1791e-33,4.5697e-07,2.928e-17
3.1393e-11,0.92511,0.074888,5.1063e-20
5.9104e-07,1.4828e-05,0.99998,1.3737e-13
6.8816e-07,0.0061019,0.9939,9.1433e-12
0.0020075,0.13462,0.13581,0.72756
4.5029e-09,0.85087,0.038238,0.11089
1,1.9294e-14,2.243e-06,4.9545e-07
5.4541e-05,8.9425e-08,0.99995,2.1125e-10
0.0063831,0.00033197,5.9313e-17,0.99328
3.3851e-07,0.9822,0.017791,5.1094e-06
0.00034856,0.83423,0.13711,0.028307
0.87186,0.12814,4.533e-20,6.6428e-08
0.069269,0.92854,4.3341e-13,0.0021898
0.051712,0.86675,0.00042375,0.081113
0.49398,0.00035125,0.50567,1.8493e-15
0.00092454,0.34686,0.65222,3.8051e-23
0.00035441,7.7695e-10,0.99965,1.3372e-26
0.30814,0.0018133,0.086286,0.60377
5.9175e-32,3.2941e-25,0.04312,0.95688
1.0651e-05,0.56319,0.4368,3.1199e-15
1.2247e-18,2.6716e-06,1,2.8962e-09
1,2.4028e-16,7.6087e-40,1.4457e-13
7.8532e-07,0.0059877,0.66434,0.32968
0.033282,7.6422e-08,0.33074,0.63598
0.0033825,7.666e-19,0.99662,7.3149e-08
0.0022291,1.037e-10,0.99777,2.2859e-11
4.2222e-07,1.4208e-06,2.1156e-05,0.99998
1,4.9763e-12,3.6384e-14,1.4804e-06
0.23065,0.30776,0.0022043,0.45939
0.76211,0.23398,6.7936e-18,0.0039154
1.9721e-25,1,1.4768e-33,4.9739e-14
0.39191,0.60805,4.2661e-27,3.8501e-05
0.002302,0.9977,1.2125e-07,1.9564e-14
0.052634,6.3401e-11,0.003143,0.94422
2.4423e-24,0.027728,0.020944,0.95133
3.0598e-05,8.4512e-09,0.52845,0.47152
0.93528,0.06472,5.4804e-09,1.9181e-41
5.8588e-08,8.8533e-20,2.633e-11,1
2.323e-12,0.43894,0.00022973,0.56083
1.926e-13,0.49237,5.4122e-11,0.50763
2.6758e-12,5.7234e-19,4.1756e-47,1
0.00059022,3.4245e-05,0.64918,0.3502
0.88623,0.11377,7.0319e-18,4.7736e-12
0.99985,6.284e-10,0.00015247,1.3458e-10
0.93597,0.045242,0.0031599,0.01563
5.1289e-14,0.19164,0.80813,0.00023269
0.011798,0.9882,6.8555e-17,1.0235e-10
0.99683,6.5906e-18,0.0030986,7.0401e-05
6.1534e-05,0.99987,6.4651e-05,1.8457e-06
6.3589e-35,0.99918,5.0001e-06,0.00081667
0.35331,1.219e-26,0.11226,0.53443
0.98314,0.014438,1.5051e-07,0.002421
1,1.96e-06,3.5122e-11,1.7142e-11
1,2.7266e-14,3.0242e-08,5.3337e-09
9.2669e-38,3.258e-11,0.68297,0.31703
2.2772e-15,0.99995,5.0796e-05,4.6161e-12
0.99967,1.1318e-08,5.3298e-20,0.00033096
2.694e-28,0.99999,1.2102e-05,1.5633e-37
0.00040272,3.9046e-05,0.99762,0.0019375
2.1517e-07,0.95624,0.043763,7.9759e-10
0.99993,6.8136e-05,9.8855e-11,4.1989e-12
0.9907,0.0057999,7.1928e-05,0.0034281
4.7287e-07,4.7413e-06,6.0815e-11,0.99999
0.56222,0.43778,4.2442e-10,1.8427e-10
0.96989,4.6198e-05,0.030049,9.6165e-06
0.99999,9.8704e-17,4.2204e-07,5.8793e-06
0.010909,0.079616,0.0182,0.89127
2.2018e-25,3.193e-08,0.99985,0.00014543
0.014073,3.1785e-05,0.98007,0.0058301
7.6774e-25,1,8.488e-13,5.0273e-09
4.6921e-05,7.5891e-05,0.25971,0.74017
0.22946,3.382e-09,3.9651e-08,0.77054
5.9901e-07,1.8781e-19,0.99381,0.0061943
0.86376,0.0052737,0.13096,9.2968e-08
8.5465e-28,2.374e-09,6.1989e-24,1
2.6788e-06,0.00010483,0.99876,0.0011349
3.5401e-12,0.99998,8.5924e-17,2.0877e-05
7.5049e-12,7.5932e-24,0.048781,0.95122
0.0005216,6.1324e-24,0.99948,4.6453e-16
1,4.9627e-15,1.4377e-14,8.5183e-21
8.1276e-14,0.99998,1.2453e-12,1.8053e-05
7.2282e-05,0.96452,0.0027496,0.032661
1.2513e-10,1.3347e-18,1.024e-06,1
1.4333e-39,8.9144e-07,3.3788e-14,1
1.9176e-15,0.92072,5.0436e-21,0.079281
2.9091e-06,0.17788,0.82212,1.5489e-15
